,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
4018,2015 BMW 3-Series,320d Luxury Line,₹ 20.55 Lakh,Jun 2015,"30,698 km",Diesel,22.69 kmpl,Automatic,White,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Test Drive Available & Roadside Assistance Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4019,2014 Audi A4,2.0 TDI (177bhp) Premium Plus,₹ 14.5 Lakh,Jun 2014,"34,947 km",Diesel,17.11 kmpl,Automatic,Black,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Doctor Driven, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4020,2013 Audi A6,2.0 TDI Premium,₹ 14.25 Lakh,Jun 2013,"52,039 km",Diesel,16.66 kmpl,Automatic,White,Not Available,First,Registered at,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4021,2018 Honda City,VX (O) MT Diesel,₹ 8.85 Lakh,Jun 2018,"34,178 km",Diesel,FWD ,Manual,Brown,Not Available,First,Registered at,"Immaculate Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4022,2021 Hyundai Elantra,1.8 SX AT,₹ 17.5 Lakh,Jun 2021,"9,500 km",Petrol,16.3 kmpl,Automatic,Black,Not Available,First,Registered at,"Immaculate Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available, Service History Available, Rear view Camera, Test Drive Available, VIP Number & Warranty Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4023,2013 Audi A4,2.0 TDI Sline,₹ 10.75 Lakh,Jun 2013,"60,000 km",Diesel,16.3 kmpl,Automatic,Black,Not Available,First,Registered at,"Immaculate Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available & Service History Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4024,2014 Porsche Cayenne,Diesel,₹ 26 Lakh,Jun 2014,"47,000 km",Diesel,13.88 kmpl,Automatic,Bronze,Not Available,First,Registered at,"Immaculate Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Service History Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4025,2020 Mercedes-Benz GLC,220d 4MATIC Progressive [2019-2021],₹ 57 Lakh,Jun 2020,"13,000 km",Diesel,AWD ,Automatic,White,Not Available,First,Registered at,"Immaculate Condition, Certified Car, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available, Warranty Available & VIP Number",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4026,2018 Volvo XC90,D5 AWD,₹ 48 Lakh,Jun 2018,"48,000 km",Diesel,14.7 kmpl,Automatic,Black,Not Available,First,Registered at,"Immaculate Condition, Certified Car, Less Driven, Non Accidental, Single Owner, Original Paint, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4027,2021 Audi A4,Technology 40 TFSI,₹ 41 Lakh,Jun 2021,"10,500 km",Petrol,188 bhp @ 4200 rpm ,Automatic,Blue,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & VIP Number",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4028,2017 Volkswagen Vento,Highline Diesel AT [2015-2016],₹ 7.49 Lakh,Jun 2017,"57,341 km",Diesel,21.5 kmpl,Automatic,Gold,Not Available,First,Registered at,"Very Good Condition, DSG Auto Transmission, Certified Car, Non Accidental, Original Paint & Test Drive Available, tax upto 2027",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4029,2013 Audi TT,2.0 TFSI Quattro,₹ 25.95 Lakh,Jun 2013,"25,000 km",Petrol,"Automatic - 6 Gears, Manual Override ",Automatic,Black,Not Available,Second,Registered at,"Very Good Condition, Less Driven, Non Accidental, Single Owner, Alloy Wheels, Rear view Camera, Service History Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4030,2014 Audi A6,2.0 TDI Premium,₹ 17.25 Lakh,Jun 2014,"51,872 km",Diesel,16.66 kmpl,Automatic,Bronze,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Alloy Wheels, Finance Available, Rear view Camera, Service History Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4031,2017 Jeep Compass,Limited (O) 2.0 Diesel 4x4 [2017-2020],₹ 14.95 Lakh,Jun 2017,"46,991 km",Diesel,AWD ,Manual,Red,Not Available,First,Registered at,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4032,2012 Skoda Superb,Elegance 2.0 TDI CR AT,₹ 5.75 Lakh,Jun 2012,"53,422 km",Diesel,17.2 kmpl,Automatic,Grey,Not Available,First,Registered at,"Good Condition, Non Accidental, Original Paint, Finance Available & Test Drive Available, tax upto 2027, all services records available,last service done from last 5 days back from skoda",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4033,2015 Hyundai Verna,1.6 CRDI SX,₹ 5.75 Lakh,Jun 2015,"75,840 km",Diesel,FWD ,Manual,White,Not Available,Second,Registered at,"Good Condition, Non Accidental, Original Paint, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4034,2019 Hyundai Tucson,GL 2WD AT Petrol,₹ 17.95 Lakh,Jun 2019,"15,500 km",Petrol,12.95 kmpl,Automatic,Silver,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available, Rear view Camera, Service History Available, Test Drive Available & VIP Number",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4035,2013 Audi Q3,2.0 TDI quattro Premium Plus,₹ 10.99 Lakh,Jun 2013,"57,551 km",Diesel,15.77 kmpl,Automatic,White,Not Available,Second,Registered at,"2013 model tax upto life time, finance available, test drive available, less driven, maintained by owner.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4036,2011 BMW 3-Series,320d Highline Sedan,₹ 8.55 Lakh,Jun 2011,"41,770 km",Diesel,15.77 kmpl,Automatic,White,Not Available,Second,Registered at,"Very Good Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4037,2017 Land Rover Range Rover Sport,SDV6 HSE,₹ 74 Lakh,Jun 2017,"56,500 km",Diesel,"Automatic - 8 Gears, Paddle Shift, Sport Mode ",Automatic,White,Not Available,Second,Registered at,"Non Accidental, Alloy Wheels, Rear view Camera, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4038,2019 Honda Jazz,V Petrol,₹ 5.25 Lakh,Jun 2019,"36,104 km",Petrol,18.7 kmpl,Manual,Silver,Not Available,First,Registered at,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4039,2013 Mercedes-Benz E-Class,E350 Cabriolet,₹ 27.99 Lakh,Jun 2013,"31,965 km",Petrol,9.91 kmpl,Automatic,White,Not Available,First,Registered at,"2013 model tax upto 2023, finance available, test drive available, maintain by owner, lessdriven car.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4040,2019 Mercedes-Benz GLE,350 d,₹ 58.99 Lakh,Jun 2019,"22,307 km",Diesel,"Automatic - 9 Gears, Paddle Shift, Sport Mode ",Automatic,Black,Not Available,First,Registered at,"2019 model tax upto 2024, finance available, test drive available, less driven car, ex-showroom condition.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4041,2019 Honda WR-V,VX MT Diesel,₹ 8.1 Lakh,Jun 2019,"20,839 km",Diesel,25.5 kmpl,Manual,Red,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4042,2017 Honda City,V CVT Petrol [2017-2019],₹ 7.95 Lakh,Jun 2017,"22,577 km",Petrol,18 kmpl,Automatic,White,Not Available,First,Registered at,"Good Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4043,2017 Honda Amaze,1.5 E i-DTEC,₹ 4.75 Lakh,Jun 2017,"43,193 km",Diesel,25.8 kmpl,Manual,White,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4044,2016 Honda BR-V,S Diesel,₹ 7.65 Lakh,Jun 2016,"21,056 km",Diesel,21.9 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4045,2022 Volvo XC40,T4 R-Design,₹ 44.75 Lakh,Jun 2022,180 km,Petrol,187 bhp @ 5000 rpm ,Automatic,White,Not Available,First,Registered at,Volvo XC40 R design 5 days old top variant panaromic sunroof harman kardon music system rear camera park assist auto brake etc. this car is straight from the showroom and it is brand new no words to describe the car is no hypothecated it was outright purchase,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4046,2020 Toyota Innova,2.4 ZX AT 7 STR,₹ 22.5 Lakh,Jun 2020,"35,000 km",Diesel,15.1 kmpl,Automatic,White,Not Available,First,Registered at,"Toyota Innova Crysta 2.4 ZX BS-BVI top variant done 35,000 km fully loaded with navigation leather seats touch screen music system drl headlamp etc. the car is in brand new condition the car has eco mode and power mode 
the car is in brand new condition all through maintained
the cad can be inspected at Bharat petroleum pump opposite jodhpur park",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4047,2017 Honda City,V CVT Petrol [2017-2019],₹ 6.99 Lakh,Jun 2017,"43,274 km",Petrol,18 kmpl,Automatic,Green,Not Available,First,Registered at,"2017 model tax paid, finance available, test drive available, less driven car.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4048,2021 Audi S5 Sportback,3.0 TFSI Quattro,₹ 74 Lakh,Jun 2021,"10,100 km",Petrol,349 bhp @ 5400 rpm ,Automatic,Blue,Not Available,First,Registered at,"Non Accidental, Single Owner, Alloy Wheels, Rear view Camera, Service History Available, Less Driven, Original Paint, Finance Available, Warranty Available & Immaculate Condition",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4049,2022 Mahindra Thar,LX 4-STR Hard Top Petrol AT,₹ 16.25 Lakh,Jun 2022,800 km,Petrol,4WD / AWD ,Automatic,Red,Not Available,First,Registered at,"Mahindra Thar LX 4 Str Hard Top petrol Automatic 3 days' old car done 800 km with extra fittings from the mahindra showroom worth 80,000 with rear camera side cladding  etc the car is just brand the car is having company warranty for 3 year's
the car can be inspected at Bharat petroleum pump opposite jodhpur park",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4050,2019 Kia Seltos,HTK Plus AT 1.5 Diesel [2020-2021],₹ 13.99 Lakh,Jun 2019,"24,669 km",Diesel,18 kmpl,Automatic,Maroon,Not Available,First,Registered at,"2019 model life time tax paid, finance available, test drive available, sunroof available, allow available.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4051,2019 Mercedes-Benz GLA,200 d Style,₹ 26.99 Lakh,Jun 2019,"41,600 km",Diesel,FWD ,Automatic,Grey,Not Available,First,Registered at,"2019 model tax upto 2024, finance available, test drive available, 41600km running, Diesel.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4052,2019 Mercedes-Benz GLE,43 4MATIC [2017-2019],₹ 80 Lakh,Jun 2019,"18,080 km",Petrol,"Automatic - 9 Gears, Paddle Shift ",Automatic,Red,Not Available,First,Registered at,"super condition, bumper to bumper original paint, finance available, test drive available, less driven car, ex-showroom condition.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4053,2022 Tata Safari,XZA Plus Gold,₹ 22.99 Lakh,Jun 2022,"4,738 km",Diesel,350 Nm @ 1750 rpm ,Automatic,White,Not Available,First,Registered at,"new car, less driven car, ex-showroom condition, finance available, test drive available, Diesel.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4054,2021 Audi Q2,Standard 40 TFSI quattro,₹ 36.99 Lakh,Jun 2021,"15,754 km",Petrol,188 bhp @ 4200 rpm ,Automatic,Black,Not Available,First,Registered at,"2021 model tax paid, finance available, test drive available,less driven car, petrol.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4055,2018 Audi Q5,35 TDI Technology,₹ 45.25 Lakh,Jun 2018,"10,000 km",Diesel,"
",Automatic,Black,Not Available,First,Registered at,"Audi Q5 35tdi Quattro technology 2018 December done 10,000 km owned by a bengali bureaucrat top and variant with virtual cockpit display navigation touch screen music system
the car is in brand new condition
the car can be inspected at Bharat petroleum pump opposite jodhpur park",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4056,2015 Honda Jazz,V Petrol,₹ 4.75 Lakh,Jun 2015,"42,231 km",Petrol,18.7 kmpl,Manual,Brown,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4057,2019 Mercedes-Benz C-Coupe,43 AMG 4MATIC,₹ 67 Lakh,Jun 2019,"21,100 km",Petrol,385 bhp @ 5500 rpm ,Automatic,Red,Not Available,First,Registered at,"Non Accidental, Single Owner, Alloy Wheels, Rear view Camera, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4058,2014 Porsche Panamera,3.0 Diesel,₹ 44 Lakh,Jun 2014,"28,800 km",Diesel,385 bhp @ 5500 rpm ,Automatic,Red,Not Available,First,Registered at,"Non Accidental, Single Owner, Excellent Condition, Less Driven & Original Paint",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4059,2018 Mercedes-Benz GLS,Grand Edition Diesel,₹ 68 Lakh,Jun 2018,"36,000 km",Diesel,AWD ,Automatic,Blue,Not Available,First,Registered at,"Non Accidental, Single Owner, Alloy Wheels, Rear view Camera, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4060,2019 Jeep Compass,Limited (O) 1.4 Petrol AT [2017-2020],₹ 14 Lakh,Jun 2019,"43,900 km",Petrol,FWD ,Automatic,Grey,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available, VIP Number & Warranty Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4061,2015 Mercedes-Benz C-Class,C 220 CDI Style,₹ 22.75 Lakh,Jun 2015,"35,000 km",Diesel,19.27 kmpl,Automatic,Silver,Not Available,Second,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available, Rear view Camera, Service History Available, VIP Number & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4062,2019 Tata Harrier,XZ [2019-2020],₹ 14.5 Lakh,Jun 2019,"28,000 km",Diesel,FWD ,Manual,Orange,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & VIP Number",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4063,2021 Jeep Compass,Limited (O) 2.0 Diesel [2017-2020],₹ 22 Lakh,Jun 2021,"22,000 km",Diesel,FWD ,Manual,White,Not Available,First,Registered at,"Jeep Compass limited optional diesel 2021 
doen 22,000 km only with panaromic sunroof touch screen music system navigation rear camera 
the car is having warranty for the next 2 year
the car can be inspected at Bharat petroleum pump opposite jodhpur park",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4064,2020 Maruti Suzuki Ciaz,Alpha Hybrid 1.5 [2018-2020],₹ 8.5 Lakh,Jun 2020,"8,500 km",Petrol,21.56 kmpl,Manual,Grey,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4065,2017 Maruti Suzuki Celerio,ZXi [2017-2019],₹ 3.75 Lakh,Jun 2017,"17,750 km",Petrol,23.1 kmpl,Manual,Grey,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4066,2021 Jeep Compass,Limited Plus Petrol AT [2018-2020],₹ 22.75 Lakh,Jun 2021,"4,000 km",Petrol,FWD ,Automatic,White,Not Available,First,Registered at,"Jeep Compass limited edition 1.4 automatic transmission petrol with black alloy black interior special badging fully loaded with panaromic sunroof touch screen music system rear camera push start button etc. 
the car has done only 4,000 km only
the car can be inspected at Bharat petroleum pump opposite jodhpur park.

www.thebestbuy.co.in",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4067,2020 Kia Sonet,GTX Plus 1.0 iMT [2020-2021],₹ 10.5 Lakh,Jun 2020,"28,000 km",Petrol,18.2 kmpl,Manual,Black,Not Available,First,Registered at,"Kia sonet GTX PLUS 1.0 IMT with ventilated seats navigation touch screen music system air bag abs alloy wheel sunroof 
the car can be inspected at Bharat petroleum pump opposite jodhpur park",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4068,2017 Land Rover Discovery,3.0 HSE Luxury Petrol,₹ 59 Lakh,Jun 2017,"29,900 km",Petrol,AWD ,Automatic,White,Not Available,Second,Registered at,"Non Accidental, Alloy Wheels, Rear view Camera, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4069,2018 BMW 5-Series,530i Sport Line,₹ 41.5 Lakh,Jun 2018,"11,200 km",Petrol,15.56 kmpl,Automatic,Blue,Not Available,Second,Registered at,"Non Accidental, Alloy Wheels, Rear view Camera, Excellent Condition, Less Driven, Original Paint, Finance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4070,2013 BMW 3-Series,320d Luxury Line,₹ 12.5 Lakh,Jun 2013,"43,000 km",Diesel,22.69 kmpl,Automatic,Grey,Not Available,Third,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available, Test Drive Available & VIP Number",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4071,2018 Hyundai Elite i20,Sportz 1.2,₹ 6.17 Lakh,Jun 2018,"16,192 km",Petrol,19.8 kmpl,Manual,White,Not Available,First,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4072,2016 Hyundai Elite i20,Asta 1.4 (O) CRDi,₹ 5 Lakh,Jun 2016,"36,000 km",Diesel,22.5 kmpl,Manual,Red,Not Available,First,Registered at,"Hyundai I20 Asta optional crdi 2016 model done 36,000 km top model fully loaded with airbag abs climate control ac push start button leather seats cover alloy wheel 
the car is in brand new condition tax paid till 2026 
the car can be inspected at Bharat petroleum pump opposite jodhpur park",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4073,2018 Ford Endeavour,Trend 3.2 4x4 AT,₹ 27 Lakh,Jun 2018,"42,000 km",Diesel,10.91 kmpl,Automatic,Red,Not Available,First,Registered at,"Ford Endeavour 3.2 titanium 2018 model done 42,000 km original paint and maintained by the company fully loaded with rear camera navigation fancy front grill etc.
the car is all through maintained by the car is all through maintained by the company
the car is all through maintained by the company",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
